"","sample","lang","cregion","state","sex","q1","q3","eminuse","intmob","bbhome3a","bbhome3b","bbhome3c","bbhome3d","bbhome3e","cable1","date3a","date3b","date4a","date4b","date4c","date4d","date4e","date4f","game1","game2a","game2b","game2c","game2d","game2e","game2f","game3a","game3b","age","marital","hh1","par","educ2","party","ideo","hisp","race","employed"
"866",2,1,3,51,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,NA,NA,3,1,1,2,52,4,3,2,8,NA,3,2,1,1
"867",2,1,1,23,2,2,3,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,NA,3,1,2,26,1,2,2,6,3,4,2,1,1
"868",2,1,1,42,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,NA,2,2,57,4,1,2,6,1,2,2,1,1
"870",2,1,2,19,1,3,3,2,2,3,1,2,1,2,1,2,2,2,1,2,2,2,1,2,NA,1,2,NA,2,3,2,1,50,6,1,2,3,3,4,2,1,1
"871",2,1,3,22,2,2,3,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,1,52,4,1,2,3,3,5,2,2,0
"872",2,1,1,42,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,NA,NA,NA,3,2,1,46,1,3,2,3,3,3,2,1,1
"873",2,1,2,46,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,NA,2,2,1,2,26,1,2,2,3,3,2,2,1,1
"874",2,1,2,19,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,3,3,2,2,1,1,60,1,2,2,8,2,4,2,1,1
"875",2,2,1,36,2,3,4,2,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,60,6,2,2,6,2,3,1,1,1
"876",2,1,4,30,1,1,2,1,1,2,3,3,3,3,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,3,1,2,53,1,2,1,6,3,3,2,1,1
"878",2,2,3,13,1,2,3,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,3,1,2,3,NA,3,2,1,42,1,2,1,3,3,3,1,1,1
"879",2,1,2,39,2,1,2,1,1,3,3,3,3,3,1,2,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,54,3,1,2,6,1,3,2,1,1
"880",2,1,3,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,3,3,2,NA,2,1,2,53,1,2,1,8,2,4,2,2,1
"881",2,1,3,24,2,1,2,1,1,1,1,3,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,99,5,1,2,6,2,4,2,2,0
"883",2,1,3,12,1,2,4,1,1,2,2,1,2,3,1,2,2,2,2,2,2,1,1,2,2,2,1,1,NA,NA,2,2,38,3,2,2,8,2,2,2,2,1
"884",2,1,1,34,2,1,2,1,1,3,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,47,1,2,1,8,2,4,2,1,1
"885",2,1,3,5,1,2,4,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,3,3,3,3,3,1,2,34,1,2,1,6,3,3,2,1,1
"886",2,1,3,21,1,2,3,1,1,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,NA,NA,NA,NA,1,2,38,6,1,2,3,3,3,2,1,1
"887",2,1,3,48,1,1,2,1,1,2,1,1,1,1,1,1,1,1,NA,2,2,1,2,1,1,3,1,2,2,2,2,2,29,1,2,2,4,1,2,2,1,1
"888",2,1,2,26,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,NA,3,NA,2,1,1,42,6,1,2,6,3,3,2,2,1
"889",2,1,3,47,1,2,3,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,3,3,3,3,3,3,2,2,62,3,1,2,8,3,4,2,1,1
"890",2,2,3,48,1,3,3,2,2,2,NA,NA,1,2,2,NA,2,1,1,NA,NA,2,1,1,3,1,1,2,2,2,1,1,57,1,4,2,1,3,2,1,NA,1
"891",2,1,2,29,2,2,3,1,1,3,2,NA,3,3,1,1,1,2,1,2,2,2,2,1,2,1,2,NA,NA,NA,1,1,54,1,2,2,6,3,2,2,1,1
"892",2,2,3,48,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,3,1,2,31,1,2,1,3,3,NA,1,1,1
"894",2,1,1,42,1,2,3,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,60,1,3,2,8,3,2,2,1,1
"895",2,2,4,4,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,NA,NA,1,1,30,2,4,1,2,3,4,1,1,1
"896",2,1,4,6,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,NA,1,NA,3,NA,3,1,2,34,1,2,2,6,2,4,1,1,1
"898",2,1,1,36,1,1,2,1,1,3,3,2,3,3,1,2,1,1,2,2,2,1,2,1,NA,1,NA,NA,NA,2,2,2,60,1,2,2,8,1,2,2,1,1
"899",2,2,4,6,1,2,3,2,1,NA,1,NA,1,NA,1,2,2,NA,2,NA,NA,NA,2,2,2,NA,NA,NA,NA,2,2,1,61,2,1,2,1,NA,2,1,1,1
"900",2,2,4,35,1,2,2,1,1,2,3,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,1,2,2,3,2,3,2,2,1,47,1,3,1,2,3,4,1,1,1
"901",2,1,3,13,2,2,4,1,1,2,1,3,3,2,1,2,2,NA,NA,2,2,2,1,1,3,3,NA,3,3,NA,2,2,47,2,4,2,4,3,2,2,1,1
"902",2,1,3,22,1,3,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,42,1,2,2,8,3,3,2,2,1
"903",2,1,3,24,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,3,3,3,3,3,1,2,18,6,2,2,3,2,3,1,6,1
"904",2,1,3,37,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,3,1,2,22,6,3,2,6,3,3,2,1,1
"909",2,1,3,37,2,2,3,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,58,4,2,2,3,NA,2,2,1,1
"910",2,1,4,6,1,2,2,1,1,3,3,3,3,3,2,1,2,1,2,1,1,1,1,2,1,2,3,2,2,3,1,1,28,6,1,2,6,NA,4,2,3,1
"911",2,1,3,51,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,64,1,2,2,4,3,NA,2,2,1
"912",2,1,1,42,2,2,3,1,1,1,1,1,1,1,1,1,NA,1,2,2,2,2,2,1,2,3,NA,3,NA,3,2,1,48,6,1,1,4,2,4,2,1,1
"913",2,1,3,13,1,2,3,2,1,3,3,3,3,3,1,2,2,NA,NA,NA,NA,NA,NA,1,2,3,NA,2,NA,2,2,2,99,3,2,2,5,2,2,2,2,1
"914",2,1,2,39,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,2,1,2,2,1,2,32,1,2,1,3,3,3,2,1,1
"915",2,1,1,33,1,1,2,1,1,2,2,2,3,2,1,1,2,1,2,2,2,1,2,1,2,3,2,NA,NA,NA,NA,2,50,2,1,2,5,1,2,2,1,1
"916",2,2,3,48,1,1,2,1,1,3,3,3,3,3,1,2,2,2,2,1,1,2,1,1,2,2,3,3,3,3,1,2,53,1,2,2,3,3,3,1,1,0
"917",2,1,2,55,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,NA,3,3,3,2,1,2,43,1,2,1,5,1,3,2,1,1
"918",2,1,2,17,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,49,6,3,2,2,2,3,2,2,0
"919",2,1,3,13,2,2,3,1,1,3,3,3,3,3,1,1,2,2,2,1,1,1,1,1,3,1,2,3,2,2,1,2,22,6,1,2,6,1,1,2,1,1
"920",2,1,3,24,2,2,2,1,2,3,3,3,3,3,1,1,1,1,1,2,1,1,2,1,2,1,3,2,3,2,NA,1,51,1,3,2,8,2,4,2,1,1
"922",2,1,1,36,1,1,2,1,1,2,3,2,2,3,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,2,36,1,1,1,4,1,3,2,1,1
"923",2,1,3,12,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,NA,1,2,NA,3,3,3,3,2,1,46,3,1,1,6,2,4,2,1,1
"925",2,1,1,42,2,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,25,6,4,2,6,2,3,2,3,0
"926",2,1,1,36,2,2,3,1,1,2,1,1,1,3,1,2,2,1,NA,2,2,NA,1,2,1,2,NA,2,NA,2,1,NA,56,2,4,2,4,2,4,2,1,1
"928",2,1,1,36,1,4,4,1,1,3,3,3,3,3,1,1,2,1,1,2,1,1,1,1,1,3,3,3,3,2,1,2,31,2,2,1,5,3,5,1,4,1
"929",2,1,2,39,1,2,3,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,NA,3,2,3,NA,1,2,30,6,1,2,8,3,3,NA,NA,1
"930",2,1,3,51,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,NA,2,NA,2,1,2,24,6,1,2,6,3,3,2,2,1
"931",2,1,3,12,2,3,3,1,2,3,2,3,3,2,2,1,NA,2,2,2,2,NA,2,2,3,NA,NA,3,NA,NA,1,NA,47,6,1,2,8,3,4,2,1,1
"932",2,1,3,10,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,3,1,2,28,6,2,2,6,3,4,2,1,1
"933",2,1,2,26,1,2,2,1,2,3,2,2,3,2,1,2,2,1,1,2,2,NA,2,1,1,NA,2,2,3,2,1,2,20,6,3,2,3,3,NA,2,1,1
"934",2,1,2,39,2,3,2,1,1,3,3,3,3,NA,2,2,2,2,2,2,2,2,1,1,NA,3,NA,NA,2,2,2,1,48,6,1,1,3,3,1,2,2,0
"935",2,1,3,47,1,2,2,1,1,3,2,1,3,3,1,2,2,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,3,2,2,62,1,2,2,5,1,1,2,1,1
"936",2,1,3,12,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,2,2,1,2,1,3,3,3,3,2,3,2,2,65,1,2,2,4,NA,3,2,2,0
"937",2,1,3,47,2,1,1,1,1,1,1,1,NA,1,1,2,2,2,2,2,1,2,1,2,3,1,NA,NA,NA,NA,1,NA,50,1,2,2,3,3,3,2,1,1
"939",2,1,1,34,2,1,3,1,2,3,2,NA,NA,1,1,2,1,1,1,2,1,1,2,2,NA,NA,NA,3,NA,NA,1,NA,57,2,3,2,3,1,4,2,1,1
"940",2,1,1,42,2,2,2,1,1,1,1,1,1,2,1,2,NA,1,1,2,2,1,2,2,NA,3,NA,NA,3,2,1,NA,60,1,2,2,3,1,3,2,1,1
"941",2,1,3,45,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,NA,1,2,1,2,1,2,23,6,2,2,8,3,4,2,3,1
"942",2,1,2,26,1,4,4,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,NA,NA,3,3,1,3,1,2,20,6,2,2,5,3,3,1,6,1
"943",2,1,1,36,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,2,50,1,2,2,5,1,3,2,1,1
"944",2,1,2,17,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,2,2,1,2,23,6,4,2,8,3,3,1,6,1
"945",2,1,3,12,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,3,2,3,NA,2,NA,1,60,1,2,2,8,1,2,2,1,1
"946",2,1,4,6,1,2,3,1,1,NA,1,1,1,1,1,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,50,1,3,2,5,1,2,2,2,1
"947",2,1,3,48,1,1,2,1,1,3,2,NA,3,3,1,1,1,1,2,1,1,2,1,1,1,3,3,3,3,1,2,2,23,6,2,2,3,2,3,2,1,1
"948",2,1,1,42,1,2,3,1,1,3,3,3,3,3,2,1,2,1,2,2,1,2,1,1,2,2,2,1,3,2,2,2,21,6,1,2,8,1,4,2,5,1
"949",2,2,4,6,2,1,3,2,2,2,1,NA,3,2,2,2,2,1,1,NA,1,NA,1,2,2,3,NA,2,NA,NA,1,1,63,2,2,2,2,2,2,1,1,0
"950",2,1,3,51,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,2,1,2,2,NA,3,NA,1,1,1,53,1,5,1,8,1,3,2,1,1
"951",2,1,3,51,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,3,NA,3,1,1,22,6,2,2,6,2,3,2,1,1
"952",2,1,2,39,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,3,3,3,3,1,2,2,58,1,2,2,3,3,3,2,1,0
"953",2,1,4,2,2,2,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,3,1,NA,3,3,3,2,2,45,1,3,1,8,2,2,2,5,1
"954",2,1,4,15,2,4,4,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,3,3,2,NA,1,1,32,1,2,1,4,2,2,2,3,1
"955",2,1,2,19,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,NA,3,NA,NA,NA,NA,2,1,63,6,1,2,3,2,2,2,2,0
"956",2,1,4,2,1,1,2,1,1,3,3,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,3,1,2,41,3,2,2,5,3,3,2,1,1
"957",2,1,2,46,1,3,3,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,NA,2,1,2,24,2,3,2,4,3,4,2,1,1
"958",2,1,3,48,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,NA,1,1,3,1,NA,3,NA,NA,1,2,57,1,2,1,8,2,3,2,1,1
"959",2,1,4,16,1,1,2,1,1,NA,3,3,3,3,1,1,1,NA,NA,2,2,NA,2,2,NA,1,3,3,3,3,NA,NA,99,1,NA,2,6,NA,2,2,1,1
"961",2,1,4,6,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,NA,3,2,2,2,3,1,2,37,1,2,2,8,3,5,2,1,1
"962",2,1,4,6,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,3,2,3,1,1,2,20,6,4,2,3,2,4,2,3,0
"963",2,1,4,41,2,2,2,1,1,3,2,3,3,2,1,1,1,1,1,2,1,2,1,1,2,3,2,2,3,3,2,2,38,2,2,1,4,2,4,2,1,1
"964",2,1,4,32,2,2,3,1,1,3,1,1,3,2,1,1,1,1,1,2,2,1,2,2,2,3,1,2,1,3,1,2,41,6,1,2,8,2,4,2,4,0
"965",2,1,1,42,1,1,2,1,1,2,3,3,3,3,2,2,2,2,1,2,1,1,1,2,3,1,1,2,2,NA,1,1,33,1,2,1,1,1,1,2,1,1
"966",2,1,1,9,2,3,3,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,NA,NA,2,2,2,NA,1,2,45,6,3,2,4,NA,NA,1,1,1
"967",2,2,3,21,1,2,2,2,1,3,3,3,2,3,1,2,2,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,26,1,2,NA,1,3,NA,1,1,0
"968",2,1,1,36,1,2,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,NA,2,3,2,2,1,1,48,1,2,1,8,2,4,1,1,1
"970",2,1,3,37,2,1,2,1,1,3,3,3,3,3,2,1,1,1,1,2,2,1,2,1,1,2,2,2,NA,2,2,2,41,1,2,1,6,1,2,2,1,1
"972",2,1,4,8,2,1,2,1,1,3,3,3,3,3,1,1,2,2,2,2,NA,2,1,2,3,1,1,3,NA,3,1,1,49,3,1,2,6,NA,2,2,1,1
"974",2,1,2,29,1,1,2,1,1,2,3,1,3,3,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,31,6,2,1,6,NA,3,2,4,1
"975",2,1,3,13,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,3,2,3,2,2,2,26,1,2,2,4,3,3,2,4,1
"977",2,1,4,6,1,2,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,3,1,1,2,22,6,3,2,5,3,3,2,3,1
"978",2,1,4,49,2,2,3,1,1,3,2,1,1,3,2,1,1,1,2,2,2,1,2,2,2,2,2,NA,2,NA,2,2,18,6,2,2,3,1,3,2,1,1
"979",2,1,4,35,1,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,NA,3,NA,3,NA,NA,1,2,64,3,1,2,8,3,3,2,1,1
"981",2,1,4,53,2,2,2,1,1,3,1,1,1,3,1,2,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,57,1,2,2,5,NA,NA,2,1,1
"982",2,2,4,6,1,3,2,1,1,2,2,3,2,3,2,2,2,2,1,1,1,2,1,2,NA,1,NA,2,2,3,2,1,36,2,3,1,3,1,2,1,6,1
"983",2,1,4,32,1,3,2,1,1,3,3,3,3,3,1,1,2,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,27,1,3,2,4,3,4,1,1,1
"985",2,1,4,41,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,NA,NA,2,2,1,NA,NA,1,NA,1,2,2,42,6,1,2,6,3,4,2,1,0
"987",2,1,4,6,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,NA,1,2,21,6,6,2,6,2,5,2,4,0
"988",2,1,1,36,1,2,3,1,1,2,3,1,2,1,1,2,2,1,2,NA,1,1,1,1,3,NA,NA,NA,NA,3,2,1,44,1,1,2,NA,2,3,2,5,0
"989",2,1,1,42,1,1,3,1,1,2,3,2,2,1,1,2,2,1,2,2,2,1,2,2,3,2,NA,3,NA,2,1,1,62,1,2,2,8,3,3,2,1,1
"990",2,2,1,36,1,2,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,NA,NA,NA,3,3,2,2,50,4,4,1,3,2,2,1,2,0
"991",2,1,2,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,NA,NA,2,2,2,39,6,3,2,8,2,4,2,1,0
"992",2,1,3,48,2,2,3,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,NA,2,1,1,20,6,2,2,3,3,4,2,1,1
"993",2,1,2,18,1,1,3,1,1,3,3,3,3,1,1,2,2,1,1,2,2,1,1,2,1,3,3,1,NA,NA,2,2,47,1,2,1,3,2,3,2,2,1
"994",2,1,3,13,1,1,2,1,1,1,NA,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,3,2,2,44,5,1,1,4,NA,3,2,1,1
"995",2,1,3,22,1,2,2,1,2,3,3,3,NA,3,2,2,2,1,2,2,NA,1,1,1,2,3,3,2,NA,2,2,2,57,5,1,2,3,NA,1,2,1,1
"996",2,1,3,48,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,NA,2,3,2,2,2,1,49,1,3,2,4,3,2,2,1,1
"998",2,1,2,26,2,NA,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,3,3,3,NA,NA,2,2,41,3,3,2,4,3,2,2,1,1
"999",2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,NA,2,2,3,NA,NA,2,1,50,1,2,1,6,1,1,2,1,1
"1000",2,1,1,42,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,NA,1,2,2,NA,NA,1,2,45,3,1,1,4,1,1,2,1,1
"1001",2,1,3,24,2,1,3,1,1,3,1,1,3,1,1,2,2,1,1,2,1,1,2,2,2,3,2,2,3,2,1,2,32,6,2,1,6,2,3,2,2,1
"1002",2,2,3,37,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45,2,2,2,4,3,2,1,1,1
"1004",2,1,2,39,2,2,3,1,1,1,1,1,1,1,2,NA,1,1,NA,2,2,2,2,2,NA,2,2,3,2,3,NA,1,33,6,1,2,8,2,5,2,1,1
"1005",2,1,3,12,1,1,4,1,1,2,3,3,3,3,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,1,1,2,30,1,1,2,6,NA,1,2,1,1
"1006",2,2,2,27,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,38,4,3,2,1,3,5,1,1,1
"1007",2,1,3,10,2,4,4,1,1,3,1,2,1,3,1,2,2,2,2,NA,NA,2,1,2,2,1,2,2,2,2,1,2,34,1,2,1,6,2,3,2,2,1
"1009",2,1,2,55,2,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,3,1,3,3,NA,3,1,1,55,1,2,2,4,3,3,2,1,1
"1010",2,1,3,48,1,2,3,1,1,3,3,3,3,3,1,2,2,NA,1,1,2,2,2,1,1,2,NA,2,NA,2,1,2,55,1,2,1,4,1,1,2,1,1
"1011",2,1,2,29,1,2,2,1,1,3,3,3,3,2,1,2,2,1,1,2,2,1,2,2,NA,1,NA,NA,NA,NA,1,2,53,6,1,2,3,1,3,2,1,1
"1012",2,1,3,51,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,48,3,1,1,6,2,3,2,2,1
"1013",2,1,3,22,1,1,3,1,1,3,3,3,3,3,1,2,2,1,1,2,2,1,1,2,2,NA,NA,2,NA,NA,2,1,58,3,1,2,8,1,2,2,1,1
"1014",2,1,1,36,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,43,4,1,2,6,2,5,2,1,1
"1015",2,1,1,42,2,2,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,NA,NA,NA,NA,1,1,49,3,1,2,8,1,2,2,1,1
"1016",2,1,2,17,1,1,2,1,1,3,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,NA,3,2,NA,3,1,2,35,1,2,1,3,2,3,2,2,0
"1017",2,1,1,25,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,67,1,2,2,8,2,4,2,1,1
"1018",2,1,3,48,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,3,3,2,3,2,1,2,33,1,2,1,8,1,3,2,1,1
"1020",2,1,3,48,1,1,1,1,1,3,3,3,3,3,1,2,2,2,1,2,1,2,1,1,2,1,2,3,NA,2,1,1,56,1,2,2,8,1,1,2,1,1
"1021",2,1,2,29,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,30,1,2,1,8,3,2,2,1,1
"1025",2,1,3,1,2,2,3,1,1,3,2,3,3,3,1,1,1,2,2,2,NA,1,1,2,NA,NA,NA,3,NA,3,NA,2,57,6,1,2,8,NA,2,2,1,1
"1027",2,1,1,36,2,2,3,1,1,3,3,3,3,3,1,1,1,1,2,2,2,1,2,2,2,2,NA,3,NA,3,1,1,41,1,2,1,8,2,3,2,1,1
"1029",2,1,3,12,1,2,2,1,1,3,NA,NA,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,67,1,2,2,8,2,5,2,4,1
"1030",2,1,4,6,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,3,2,3,3,3,2,1,1,20,6,6,2,3,2,5,2,1,1
"1031",2,1,1,42,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,3,3,1,2,19,6,2,2,4,3,3,2,1,1
"1033",2,1,4,32,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,3,1,3,1,1,2,46,1,4,2,5,2,4,2,1,1
"1034",2,1,3,48,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,NA,NA,2,2,2,1,2,21,2,2,1,3,3,NA,1,1,0
"1035",2,1,3,37,2,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,2,2,1,2,1,2,2,2,2,2,NA,1,NA,34,1,4,1,8,3,4,2,1,1
"1037",2,1,4,6,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,34,6,2,2,4,2,5,2,1,0
"1038",2,1,4,53,2,1,1,1,2,3,3,3,3,3,2,2,1,2,2,2,2,2,1,2,3,1,2,3,NA,3,1,1,37,1,2,1,5,3,2,2,1,0
"1039",2,2,4,53,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,NA,3,NA,2,2,1,26,1,1,1,3,2,3,1,1,1
"1041",2,1,4,6,2,2,2,1,1,1,3,1,1,3,1,1,1,1,2,2,2,1,1,1,1,3,1,2,2,1,1,2,21,6,6,2,3,3,3,2,4,1
"1042",2,1,3,37,1,2,4,1,1,1,1,1,2,1,2,1,1,1,1,NA,1,2,1,1,2,3,2,1,1,2,1,2,24,2,2,1,8,2,2,2,1,1
"1044",2,1,3,47,2,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,3,3,3,3,1,2,2,57,3,1,2,5,1,2,2,1,1
"1046",2,1,2,55,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,3,2,3,3,1,1,2,47,1,3,1,6,1,2,2,1,1
"1047",2,1,2,17,1,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,NA,1,2,2,1,2,2,1,24,6,2,2,6,2,4,2,1,1
"1048",2,1,3,48,1,2,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,3,2,1,2,19,6,2,2,3,2,4,1,1,1
"1050",2,1,2,46,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,2,NA,NA,2,2,44,1,2,2,3,NA,4,2,1,1
"1051",2,1,3,48,1,3,3,1,1,2,3,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,NA,3,NA,2,1,1,29,1,2,1,8,1,2,2,1,1
"1052",2,1,2,55,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,3,3,2,2,2,1,2,34,1,2,1,8,3,3,2,1,1
"1053",2,1,4,8,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,3,2,1,3,1,1,2,23,6,1,2,3,3,3,2,1,1
"1054",2,1,3,40,1,4,4,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,3,1,2,1,1,1,2,26,6,1,2,3,3,3,2,2,1
